Bulk_2	X1_C01	X1_C02	X1_C03	X1_C08	X1_C15	X1_C17	X1_C18	X1_C19	X1_C22	X1_C23	X1_C27	X1_C29	X1_C30	X1_C31	X1_C34	X1_C37	X1_C38	X1_C40	X1_C41	X1_C42	X1_C49	X1_C51	X1_C61	X1_C65	X1_C67	X1_C75	X1_C81	X2_C03	X2_C05	X2_C06	X2_C07	X2_C10	X2_C14	X2_C15	X2_C16	X2_C18	X2_C19	X2_C21	X2_C22	X2_C23	X2_C25	X2_C27	X2_C29	X2_C34	X2_C42	X2_C49	X2_C51	X2_C53	X2_C55	X2_C56	X2_C57	X2_C59	X2_C63	X2_C64	X2_C67	X2_C69	X2_C70	X2_C71	X2_C72	X2_C73	X2_C74	X2_C75	X2_C79	X2_C86	X2_C87	X2_C95
64231	51.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64699	36.72	8.67	0	26.7	0	0	0	22.65	10.6	11.4	1.57	0	5.48	0	0	12.94	0	0	0	0	0	0	0	50.11	0	0	0	0	0	0	0	0	0	0	0	393.01	179.31	0	0	0	0	35.12	0	0	22.86	309.42	0	1.37	0	2.05	0	0	0	0	0	0	21.28	2.22	0	0	5.29	0	0	17.5	2.11	0	3.2
6502	4.37	0	0	0	0	36.3	0	2.57	0	0	6.84	51.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.25	0	0	0	0	49.29	0	0	0	13.21	0	0	0	0	0	2.55	0	0	0	0	0	0	0	0	0	0	0	0	0	20.78	0	0	0	0	0	0
6503	7.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6504	0	0	0	0	0	0	0	9.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65108	9.18	0	0	29.9	0	0	75.12	0	0	1.62	0	1.16	2.35	1.59	0	0	2.43	59.36	164.17	3.14	1.65	0	32.14	0	0	0	100.65	0	0	3.34	0	52.88	0	1.73	0	0	9.03	218.82	115.7	0	0	1.47	0	28.91	0	75.36	0	0	0	1.75	0	0	0	0	61.23	0	14.28	0	0	0	12.55	0	0	0	12.84	60.99	0
655	0	31.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.53	0	0	181.12	0	0	0
6565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6584	2.46	0	0	38.28	0	4.9	0	1.29	0	0	0	10.88	0	14.98	0	13.1	0.6	0	6.26	0	0	0	0	19.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49	0	0	0	0	69.2	0	0	0	0	0	0	0	0	8.61	0	0	0	0	44.12	0	0	0	0	0
6591	124.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19	0	0	9.58	0	0	0	0	0	20.83	1.74	0	0	98.55	0	0	0	0	0	0	237.84	0	0	0	0	1.26	0	0	0	236.93	0	0	0	0	0	1.04	673.51	0	0	0	0	0	0	0	0	0	0	0
6602	0	14.19	0	0	0	4.3	0	11.54	0	0	0	4.85	0	0	0	0	0.53	0.7	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	87	0	0	0	0	1.13	0	0	0	0	0	0	0	0	45.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6623	41.34	0	0	0	0	0	0	0	8.01	413.52	0	7.07	0	0	0	0	0	0	0	0	0	0	8.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4	0	38.83	7.09	0	0	177.67	0	0	0	0	0	87.59	0	0	0	0	0	0	0	0	37.92	4.04	0	687.76	1.23	67.7	755.14
6624	2.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36	0	0	0	0	0	0	0	0	0	2.87	0	6.23	0	0	0	0	0	0	0	0	0	0	0	0
6635	3668.4	3017.61	0	16928.58	165.76	4969.97	111.75	4238.03	0	290.56	7634.21	6669.44	3920.6	0	262.07	7004.59	5001.58	11289.14	3432.95	51.52	9.61	0	19.79	1675.35	0	0	3969	2350.28	702.44	1420.73	2938.49	3202.7	390.66	21.47	0	775.62	733.62	8834.65	887.11	1054.1	4384.9	884.27	2453.66	0	5564.07	6634.58	264.72	13301.83	2274.75	5371.39	2461.7	6454.79	2129.64	1178.99	1080.05	294.07	2124.92	2305.95	11814.33	4034.63	6004.32	4603.62	1787.46	6425.85	406.85	2523.8	6173.23
6648	738.23	8.22	0	0	0.09	0.6	747.34	55.26	6.54	48.51	0	1.74	644.94	26.04	0	4.31	1133.75	2.36	354.71	244.16	3.97	0	594.21	2007.78	104.66	60.02	53.1	358.87	2004.02	734.41	2850.79	0	321.53	818.17	0	159.87	126.12	48.77	611.01	645.46	191.92	1.06	1003.87	1926.52	1.57	1567.52	379.52	350.8	3267.8	611.28	20.12	0.54	66.38	591.86	9041.46	3685.65	179.21	0	257.99	186.94	256.42	794.36	76.67	0	176.71	4.9	35.79
6653	0.41	0	0	0	0	21.01	0	3.62	275.87	105.36	12.5	87.18	0	0	0	1595.56	1.93	0	1.14	0	0	0	0.48	0	0	0	13.28	0	0	195.37	19.34	0	0	0	0	0.39	22.34	0	4.61	0	109.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.33	0	63.64	38.13	0	10.73	0	0.72	0	6.11
6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6666	0.96	1.58	0	0	2.6	1.07	0	0.84	0	0.52	0	0	0	2.07	14.02	0	0	0	0.59	1.01	0.53	9.84	0	1.51	0	1.43	1.1	0.73	0	0	0	2.44	0	1.09	0	0.3	0	0	1.93	0.48	1.48	2.34	0.73	0	0	12.8	0	1.68	0.68	2.26	1.43	0.9	0.62	0	0	0	1.12	0.61	0	2.11	1.56	0	0.25	1.2	0.26	2.83	0
6671	7.99	0	0	1.25	0	0	0	0	0	0	0	0	37.22	0	0	0	0	0	27.54	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	9.2	99.11	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	187.03	501.13	0	0	6.98	129.16	0	0	0	151.04	0	0	0	0	0
6697	13.24	0	0	0	1.05	3.91	0	0	0	0	0	4.1	0	0	4.67	0	0	0	0	0	0	0	0	0	0	0	76.26	584.58	0	0	0	0	0	0	0	0	78.16	0	0	0	0	0	0	0	0	0	51.52	0	0	213.05	0	0	0	0	0	0	0	0	0	0	0	0	245.49	0	6.59	113.42	0
6716	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6737	29.97	0	0	0	0	5.74	0	0	0	0	0	41.99	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.87	0	0	0	0	0	0	0	0	0	0	0	0
6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	362.98	0	42.34	0	0	21.45	0	0	0	0	0	0	0	3.26	0	0	0	0	0	595.77	0	670.04	216.09	0	0	75.74	0	0	2703.44	0	0	2450.11	0	0	0	0	0	985.07	0	0	0	0	641.48	0	1.29	0	20.29	0	0	0	647.75	0	1749.12	0	1424.97	134.11	0	0	0	0	0	0	0	0	0	573.19	0
6919	12.06	0	0	0	0	0	3.56	0	0	0	0	0	13.69	0	0	0	0	0	0	0	12.44	0	0	0	0	0	4.47	51.06	0	0	0	0	0	0	0	0	0	33.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.93	36.37	181.92	0	0	0	0	0	0	0	0	0	0
6947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7022	15.18	0	0	0	0	93.96	21.07	4.42	0	0	115.43	0	30.19	0	0	11.19	0	0	2.04	28.08	0	0	0	62.1	0	0	0	0	0	0	30.16	0	0	5.73	0	0	53.15	0	0	5.89	0	0	0	0	0	0	0	24.35	0	0	0	0	0	0	0	0	60.97	0	0	0	0	118.14	0	0	0	0	0
7041	56.31	0	58.79	0	0	47.55	0	0	0	0	0	108.53	13.97	0	0	0	0	0	0	0	0	14.03	82.35	0	0	0	0	0	104.91	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.54	0	0	0	0	0	0	3.65	0	0	9.88	0	0	0	0	0	0	0	0	0	0
7043	26.39	0	367.31	0	0	21.96	0	0	0	0	0	40.94	0	83.93	0	0	0	0	0	35.75	0	216.28	205.24	0	0	0	0.68	0	0	0	0	0	37.81	0	0	0	0	0	0	43.02	0	0	0	0	0	0	0	0	199.65	1.04	315.22	0	0	460.34	0	13.03	0	0	0	0	0	51.19	0	0	0	16.9	0
7057	368.75	0	2678	0	0	5.87	169.93	148.18	0.53	0	1.18	325.23	24.82	19.31	0.39	0.33	0	0	0	15.67	190.28	3.35	748.65	0	3669.48	6.7	20.56	0	1138.09	9.37	0	0	11.6	0	1129.64	0	0	45.36	194.42	7.9	0	0	631.67	39.16	0.34	0	19.59	866.13	1049.82	0	797.53	0	416.5	52.21	1477.31	395.5	0.68	6.74	276.79	13.64	0.19	231.91	46.09	0.37	0.63	18.39	0
7060	14.91	0	0	0	0	0	0	0	0	3.71	0	78.47	0	0	0	0	0	0	0	0	0	0	464.03	0	0	0	0	0	154.79	0	0	986	0	0	0	0	0	1051.09	0	0	0	0	0	0	0	0	0	0	165.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.29	0
7078	83.26	0.55	978.42	0	0	3.93	0.34	0	0	0	0	1.97	0	0	0	0	0	0	0	0	951.9	96.41	193.33	0	414.77	0	0	0	0	0.37	0	93.6	0	0	1390.89	0.32	0	609.54	0	0	0	0.49	0	0	0	0	0	25.29	0	0	364.33	0	145.15	0	0	0	0	0	0.6	0	0	0	0	0	0	69.19	0
7097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0
7100	57.58	0	0	0	0	0	246.34	0	0	0	0	81.63	0	0	0	0	0	0.76	118.66	56.43	0	0	0	12.19	291.03	0	0	0	0	0.42	0	0	0	196.85	0	0	13.89	0	2.3	0	26.07	0	0	0	0	0	78.38	0	0	0	0	0	0	0	0	0	44.57	90.98	0	0	0	216.31	0	0	0	0	0
7130	65.62	0	0	0	0	0	0	0	0	0	0	18.57	0	0	0	0	0	0	0	337.6	0	0	1458.17	0	0	0	0	0	206.11	17.43	0	132.39	161.23	0	0	0	0	129.9	0	176.38	0	0	22.36	0	0	0	0	0	819.3	0	0	0	0	0	10.2	968.9	0	0	0	0	0	0	0	0	0	217.45	0
719	10.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7292	4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7305	70.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7412	176.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	57.58	0.72	0	0	55.73	0	0	0	0	0	0	139.11	0	0	25.25	0	0	43.11	0	0	0	0	2.89	0	0	62.67	21.17	1861.68	0	0	0	2.9	3.81	16.26	27.33	0	0.26	0	0
7433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7453	77.71	0	0	34.05	0	0	64.12	0	0	0	50.37	81.57	0	0	0	0	0	0	0	1.62	0	0	0	46.19	11.49	0	0	0	1.56	344.6	0	35.57	0	20.87	19.39	0	400.36	0	0	0.99	0	0	0	0	0	15.94	0	0	38.42	0	0	0	0	0	1.11	36.43	0	0	0	0	0	135.14	14.23	0	40.14	10.1	0
7556	45.43	0	0.88	176.03	0	0	0	0.92	0	0	0	15.46	32.56	0	0	0	0	0	0	0	0	0	0	0	0	0	40.28	0	0	0	0	0	0	0	0	0	0	0	0	0	87.33	0	0	0	0	0	0	41	9.5	0	0	0	0	0	0	0	2.45	489.82	0	11.92	0	0	77	0	3.4	0	0
7703	1.53	14.79	732.88	0	0	0	0	0	0	0	6.07	0	0	0	0	0	0	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	25.68	0	0	33.36	0	0	1.67	0	23.77	0	0	0	0	0	0	0	0	0	0	92.57	0	0	0	0	70.72	0	49.83	0	0	0	0	0	2.11	173.99	0	48.39
775	0.45	0	8.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28	140.13	0.4	22.67	0	17.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	27.54	0	0	0	0	0	0	0	0	0	0	0
7805	38.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7840	2.38	0	0	0	11.96	0	0	0	0	2.1	0	0	0	2.21	0	0	0	0	0	29.53	142.99	0	0	0	21.93	0	0	0	77.76	0	0	0.28	0	0	0	0	0	0.28	0	0.19	5.31	0	0	1.74	0	0	8.57	0	0	0	0	0	0	230.16	4.8	1.52	0	0	7.8	0	5.2	69.66	0	0	0	0	0
7857	44.93	0	0	0	0	80.45	0	0	0	0	1.26	0	0	0	0	0	0	0	0	99.55	0	0	0	0	888.62	0	0	0	102.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.96	0	0	0	0	7.44	0	0	0	0	0	0	0	0	0	0	0
790	18.98	46.67	0	0	0	2.58	0	1.74	0	0	0	0	0	0	43.8	0.37	13.28	0	0	117.88	0	0	0	0	0	0	0	0	0	0	0	0	29.08	0	0	18.83	0	0	0	22.51	0	0	0	0	0	12.94	176.54	0	0	0	0	15.34	0	0	0	0	0	0	0	0	6.95	0	0	0	0	0	0
79083	12.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.86	0	0	0	9.21	0	0	0	0	0	0	0	0	0
794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79443	9.72	0	0	0	1.62	0	0	0	167.12	0	0	13.5	0	0	0	0	0	0.44	120.09	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	2.46	0	0	0	0	83.68	0	0	0	8.16	0	0	1.8	0	0	62.47	180.65	0	0	141.37	0	0	36.3	0	0	0	0	71.09	0	0	2.03	0	0	0
79590	56.8	0	0	70.32	0	30.58	0	0	620.84	0	138.13	20.63	178.24	0	0	26.46	4.93	15.66	121.7	0	0	38.52	64.17	371.2	0	6.25	5.28	9.3	0	38.77	209.8	0	32.06	760.81	0	336.79	214.11	0	13.95	69.15	416.64	13.42	0	0	0	0	65.33	0	0	0	0	0	0	0	156.8	0	34.32	298.47	0	145.28	137.75	5.71	0	0	388.52	0	0
79661	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.45	0	0	40.43	0	0	0	0	0	0	0	0	0	0	0	0	0	133.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	326.24	0	1812.38	0	0	20.78	198.11	0	0	2.02	0	74.42	0.89	1914.14	612.72	0	0	0	0	407.42	865.52	2479.52	671.45	0	2353.94	68.9	10.93	0	206.45	39.12	0	1888.37	476.54	0	1126.28	0	0	1424.64	279.81	664.6	0	0	334.06	0	28.84	0	63.75	0	153.6	0	872.27	0	88.15	822.79	417.95	958.41	0	50.79	431.81	0	111.53	147.04	56.48	0	0	1180.91	78.53
80144	2.19	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0.19	0	0	0	0	87.42	0	0	0	0	0	0	0	0	1.36	0	0	2.92	7.12	0	0	0	0	0	0	9.31	0	0	0	0.22	0.16	0	0	0	0	0	0	0	0	0	0	0	0	2.17	0	82.11	0	0	0	0	0	0	0
8038	10.43	0	28.24	0	0	23.61	0	0	0	0	0	24.21	0	0	0	0	0	0	0	183.51	0	0	228.04	0	0	0	0	0	71.1	0	0	0	0	0	0	0	0	39.58	0	0	2.64	0	0	0	5.58	1.91	50.56	0	2.23	0	0	0	0	0	122.12	122.63	0	0	0	0	0	0.25	0	0	0	0	0
80830	10.09	0	69.33	0	0	0	54.74	0	0	0	0	0	0	18.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.34	10.21	0	0	0	0	0	0	20.56	0	0	0	0	0	0	0	0	0	0	146.04	0	65.31	0	0	0	0.21	0	0	0	0.27	0	0	0	0	0	0	0	0
80833	6.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8091	8.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	301.23	0	0	0	0	0	0	10.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0
81035	19	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	137.07	0	0	0	0	61.54	0	0	0	30.1	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	18.44	0.46	0	0	0	0	0	0	0	0	0	0	0	0
8153	2.26	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81618	14.41	0	0	22.09	0	0	0	7.45	11.97	0	143.93	10.33	0	113.22	0	0	0	0	0	1.39	0	0	0	40.09	0	0	0	0	0	5.1	94.53	260.47	0	0	0	5.96	35.92	71.11	8.08	0	0	0	74.44	0	0	0	2.75	0	0	1.55	3.89	0	0	0	92.74	0	3.15	3.39	0	11.84	0	69.48	49.88	0	15.3	66.77	31.14
81792	7.46	0	0	0	0	0	0	0	0	0	0	24.07	0	0	0	0	0	0	0	0	0	0	61.22	0	0	0	0.2	0	0	0	0	12	27.28	0	0	0	0	82.38	0	40.96	0	0	0	0	0	0	0	0	56.01	0	0	0	0	0	0	0	2.4	0	0	0	0	2.47	0	0	0	0	0
81831	0	0	0	0	16.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.25	0	0	0	0	0	0	0	0	0	0	0	0	5.85	51.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	64.36	0	0	0	0	32.95	23.06	0	0	0	0	22.4	0	0	219.46	0	0	0	0	6.85	0	0	67.07	0	0	1.83	0	0	0	0	25.67	0	0	0	0	0	39.41	0	7.57	0	32.14	1.83	0	0	0	0	0	15.09	0	60.07	14.53	0	0	0	0	4.91	98.7	64.29	0	0	0	0	7.15	2.32	0	0	0
8303	0	0	0	56.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.09	0	0	0	0	0	12.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	44.24	0	0	0	0	0	30.03	0	0	0	0	0	0	0	0	0	475.7	0	12.14	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	386.68	8.9	0	0	0	89.02	0	0	0	0	0	8.07	0	0	0	0	0	0	0	0	0	0	0	8.14	0	0	0	0	0	0	0	0
83439	0	0	109.38	0	0	0	27.95	0	0	0	0	0.63	0	70.07	0	0	0	0	0	0	0.89	0	17.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62	1.25	0	9.74	0	0	0	0	0.94	0	0	4.76	0	0	0	12.12	12.75	0	0	0	0	0	0	0	0	0	0	0
83451	75.87	5.95	0	26.2	0	0	0	20.66	0	107.76	16.9	25.23	8.49	0	59.95	0	0	37.36	6.54	0	0	0	0	11.9	163.5	0	0	0	0	12.17	188.26	0	0	976.76	0	7.59	14.61	0	0	0	0	0	0	0	0	16.63	176.69	0	0	43.97	0	0	0	0	0	0	0	39.63	0	10.84	0	15.76	0	6.79	261.84	35.31	92.11
83660	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.54	0	0	0	0	0	0	0	3.72	0.25	0	0	0	0	0	0	0	0	0	0	0
83716	128.8	0	986.21	0	0	34.96	0	0	0	2.77	0	146.52	0	7.65	0.67	0	0	0	0	741.9	0	1.15	128.44	0	2654.46	5.74	0	0	770.5	27.68	0	54.32	100.13	0	0	0.64	0	73.76	0	130.06	0	0	62.75	0	0	20.25	0	0.59	0	0	516.25	0	107.16	89.09	266.33	241.72	0	0.64	22.35	11.11	5.26	36.95	0	0	0.14	200.16	0
8406	30.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.87	0	0	0	0	0	0	0	35.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.01	0	0	0	0	0	0	0	0	0	0	0	0	0
8425	30.22	0	0	0	15.03	0	0	13.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.49	43.81	0	0	0	88.73	0	0	68.4	0	0	0	59.73	24.78	0	0	0	14.58	0	0	0	0	0	0	0	0	0	0	136.35	0	0	0	0	0.86	0	0
8460	21.33	0	0	1.3	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.12	0	0	0	0	15.41	0	0	0	0	0	28.33	78.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8481	7.24	90.66	8.93	0	0	202.55	2.56	15.68	0	0.78	37.01	156.95	241.11	835.93	396.28	54.37	117.73	13.56	4.6	0	0	0	0	80.42	0	0	1.1	0	0	133.46	0	531.05	64.92	0	42.82	96.71	88.77	0	31.54	158.93	162.22	43.65	89.13	0	0	4.8	0	13.59	0	163.73	119.26	3.44	0	167.46	0	2.85	65.94	50.21	0	0	2.96	48.45	1.11	0	58.77	0	249.33
8483	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8503	1.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	5.52	0	0	0	0	0	3.94	0	0	0	0	1.7	0	0	29.91	0	0	0	0.2	0	0
8522	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
